교과코드,설문8
KMH02131,없다.
KMH02132,없습니다
KMH02132,
KMH02132,좋다
KMH02132,
KMH02132,없
KMH02132,항상 감사히 듣고 있습니다 :)
KMH02132,
KMH02132,
KMH02132,없습니다
KMH02132,
KMH02132,수업 방식에 만족하고 있습니다. 항상 감사드립니다.
KMH02132,
KMH02132,선생님 좀더 재밌게 배울수는 없겠죠&hellip;.?ㅜㅜ
KMH02136,
KMH02136,
KMH02136,감사합니다
KMH02136,없습니다
KMH02136,
KMI02112,
KMI02112,
KMI02112,
KMI02112,
KMI02112,
KMI02112,
KMI02112,
KMI02112,
KMI02112,
KMI02112,
KMI02112,
KMI02112,
KMI02112,
KMI02120,
KMI02120,
KMI02120,
KMI02120,감사합니다
KMI02121,
KMI02121,
KMI02121,
KMI02121,
KMI02121,
KMI02121,
KMI02121,
KMI02121,
KMI02121,
KMI02121,자주 돌아다녀 주시고 쉬는시간은 1시간에 1번씩 두번 주시면 감사하겠습니다. 멀미나요
KMI02121,
KMI02122,
KMI02122,
KMI02122,
KMI02122,
KMI02122,
KMI02126,
KMI02126,
KMI02126,"진도가 너무 빠르고, 파이썬 프로그래밍 입문인데 너무 어려운 과제들을 요구하시는 것 같습니다. 그리고 수업템포가 너무 빨라 따라가기 어렵습니다."
KMI02126,잘 가르쳐주시고 다 좋은데 알려주실 때 말을 예쁘게 해주셨으면 아주 완벽할 것 같습니다.
KMI02126,코딩이 처음인 학생에게도 접근하기 쉽게 설명해주셔서 좋았습니다. 매주 해보면 좋은 것들을 알려주시면 좋겠습니다.
KMI02126,
KMI02126,
KMI02126,
KMI02126,
KMI02126,
KMI02126,
KMI02128,
KMI02128,
KMI02128,
KMI02128,
KMI02128,
KMI02128,
KMI02128,본 수업을 만족하여 바라는 점은 없습니다.
KMI02128,
KMI02128,
KMI02128,
KMI02128,
KMI02128,.
KMI02128,더 바랄 점은 없는 것 같습니다 감사합니다
KMI02128,
KMI02128,
KMI02128,
KMI02128,
KMI02128,-
KMI02128,
KMI02128,
KMI02128,
KMI02128,
KMI02128,
KMI02128,
KMI02128,
KMI02128,
KMI02128,
KMI02128,
KMI02128,
KMI02128,
KMI02128,
KMI02128,
KMI02128,보면서 따라가야 하는데 따라가고 있으면 다음 부분으로 넘어가있다. 그러다보면 다음부분은 시작을 어디서 했는지 모른다. 결국 다음부분은 못 따라간다.  내가 듣기가 약해서 그런건지 이해력이 느린건지 말이 빠르신건지 모르겠다  템포를 못 따라가겠다. 좀만 말 좀 천천히 해주셨으면 좋겠다
KMI02128,수고많으셨습니다
KMI02128,
KMI02128,
KMI02128,없습니다
KMI02128,
KMI02128,
KMI02128,없습니다. 감사합니다.
KMI02128,
KMI02128,항상 잘 듣고 있습니다. 감사합니다.
KMJ02113,항상 좋은 수업 감사합니다.
KMJ02113,
KMJ02113,"기독 상담의 긴 역사와 특성을 학생들이 잘 이해할 수 있게, 좀 더 체계적인 수업이 진행되었으면 좋겠습니다."
KMJ02113,
KMJ02113,옶
KMJ02113,
KMJ02113,없습니다
KMJ02113,
KMJ02113,
KMJ02113,
KMJ02113,
KMJ02113,
KMJ02113,
KMJ02113,좋아요
KMK02103,
KMK02103,
KMK02103,
KMK02103,
KMK02103,
KMK02103,
KMK02103,
KMK02103,
KMK02103,
KMK02103,
KMK02103,
KMK02103,
KMK02103,
KMK02106,
KMK02106,
KMK02106,
KMK02106,
KMK02106,
KMK02106,
KMK02106,
KMK02106,없습니다
KMK02106,평소에 영화 보는 걸 좋아해요.  어떤 종교 장르 영화는 잘 못 읽어요.  지금 한국에 대해서 잘 모르겠어요.
KMK02106,영화로 보는 역사라는 이름으로 강의를 하시지만 시청각자료로 준비되는 영화가 정식 ott사이트를 사용하거나 DVD를 사용하여 보는 것이 아닌 tv40wiki라는 불법사이트를 사용하는 점에서 안타깝다고 생각합니다. 영화를 보고 내용에 관하여 토론하는 것은 정말 좋다고 생각하지만 적어도 수업 자료는 합법적으로 준비하실 수 있게끔 학교에서 지원을 해야한다고 생각합니다.
KMK02106,
KMK02106,
KMK02106,
KMK02106,자꾸 무료사이트에서 영화를 보여주십니다. 그러니까 자꾸 원활하게 보지도 못해요
KMK02106,
KMK02106,
KMK02113,저는 대학에서 이렇게 열정적인 교수님을 처음봤습니다. 열정과 친근함을 다 갖추셔서 너무 재밌습니다.
KMK02113,재미있는 이야기를 중간중간 해주셔서 좋습니다.
KMK02113,
KMK02113,감사합니다
KMK02113,
KMK02113,
KMK02113,.
KMK02113,
KMK02119,.
KMK02119,ppt에 너무 설명이 부족해서 아쉽습니다. 그냥 지도와 정보를 나열한 느낌이 강해서 아쉽지만 그 외는 너무 재밌고 만족하는 수업입니다!!
KMK02119,
KMK02119,"교수님이 친절하고 수업 내용이 부담없어서 좋음. 지루한 년도 외우기식 역사에서 벗어나서 왜 그랬는지, 이유를 중심으로 흘러가듯이 설명하는 게 정말 좋음."
KMK02119,
KMK02119,강의실이 고층에 위치하고 수강인원이 많아서 앞 수업이 늦게 끝나면 착석에 불편함이 있습니다.
KMK02119,
KMK02119,없습니다
KMK02119,
KMK02119,.
KMK02119,
KMK02119,
KMK02119,
KMK02119,현재 수업에 아주 만족하고 있습니다.
KMK02119,
KMK02119,
KMK02119,지금 현재 강좌에 매우 만족 하기 때문에  아직 까지는 제안 할께  없습니다.
KMK02119,
KMK02119,재미나게 잘 듣고 있습니다.
KMK02119,
KMK02119,
KMK02119,교수님 사랑해요
KMK02119,없음
KMK02119,:b
KMK02119,
KMK02119,
KMK02119,
KMK02119,
KMK02119,.
KMK02119,감사합니다
KMK02119,
KMK02119,
KMK02119,
KMK02119,
KMK02119,이종화 교수님 감사합니다 ! ^^
KMK02119,한학기 감사합니다
KMK02119,없습니다
KMK02125,
KMK02125,
KMK02125,
KMK02125,
KMK02125,
KMK02125,
KMK02125,심화글쓰기연습이라는 강의명을 보고 높은 수준의 글쓰기를 배울 수 있을 것이라고 생각했는데 일기 형식의 글쓰기 등의 내용이라 기대와 달라 아쉽습니다. 글을 써보라고 제시해주시는 사진도 (물론 가볍게 쓸 수 있도록 해주신 배려였다고 생각합니다) 깊이 있는 글쓰기를 연습하기는 어려웠다고 생각됩니다.
KMK02125,
KMK02125,
KMK02125,
KMK02133,
KMK02133,
KMK02133,
KMK02133,
KMK02133,
KMK02133,
KML02121,
KML02121,
KML02121,없음.
KML02121,
KML02121,
KML02121,
KML02121,
KML02121,
KML02121,
KML02121,
KML02121,좋아여
KML02121,없음
KMM02117,
KMM02117,
KMM02117,
KMM02117,
KMM02117,
KMM02117,
KMM02117,
KMM02117,없습니다.
KMM02117,
KMM02117,없다
KMM02117,
KMM02117,리포트 과제 열심히 쓰고 있습니다. 평소에 관심만 가지고 있었던 주제에 관해 세심하게 공부해보는 계기가 된 것 같습니다. 늘 감사드리며 앞으로도 잘 부탁드립니다 ㅎㅎ
KMM02117,
KMM02117,
KMM02117,
KMM02121,좋다
KMM02121,
KMM02121,
KMM02121,듣는 교양수업중 이렇게 잘 준비하시고 학생들과 소통하려고 노력하시는 교수님을 거의 처음 뵙는 것 같습니다.
KMM02121,수업 주제도 흥미롭고 교수님이 학생 배려 잘 해주셔서 조아요
KMM02121,
KMM02121,
KMM02121,
KMM02121,
KMM02121,
KMM02121,없습니다.
KMM02121,
KMM02121,
KMM02121,없습니다.
KMM02124,
KMM02124,
KMM02124,없음
KMM02124,
KMM02124,
KMM02124,아침 수업임에도 불구하고 교수님의 재치있는 입담 덕분에 조금은 덜 피곤합니다. 다소 딱딱할 수 있는 과목을 재미있게 강의해주셔서 즐겁게 듣고 있습니다.
KMM02124,교수님 수업 재밌게 잘 듣고 있습니다
KMM02124,
KMM02124,
KMM02142,
KMM02142,
KMM02142,
KMM02142,
KMM02142,
KMM02142,
KMM02142,말을 조금 천천히 해주시면 감사할 것 같습니다
KMM02142,
KMM02142,감사합니다.
KMM02142,
KMM02142,
KMM02142,교수님 내용이 너무 어려워요&hellip;ㅠㅠ
KMM02142,
KMM02142,
KMM02142,
KMM02142,
KMM02142,
KMM02142,.
KMM02150,
KMM02150,
KMM02150,
KMM02150,평소에 스포츠에 관심이 없었는데 덕분에 현 스포츠 돌아가는 상황도 알게 되서 ㅋㅋ 좋았습니다!
KMM02150,
KMM02150,
KMM02150,
KMM02150,
KMM02150,없습니다 ~!
KMM02150,
KMM02150,교수님께서 수업을 재미있게 해주셔서 수업에 대한 관심이 높아지고 있습니다. 강의 내용을 설명하실 때도 예시를 들어주셔서 이해하는 데 많은 도움이 되고 있습니다. 과제나 발표 부분에서는 난이도가 조금 있는 편이라고 생각합니다ㅠㅠ
KMM02150,
KMM02150,
KMM02150,스포츠 수업은 매주 즐겁습니다. 관심분야라서 즐겁기도 하지만 교수님께서 예시를 잘 들어주셔서 이해가 잘 되는 것 같습니다.
KMM02150,
KMM02155,
KMM02159,
KMM02159,
KMM02159,
KMM02159,없음
KMM02159,
KMM02159,
KMM02159,
KMM02159,"항상 열심히 수업해주시고 학생들에게 진짜 필요한 부분(외부강사, 법원 견학 등)을 잘 신경써 주셔서 감사합니다"
KMM02159,아직은 많이어렵지만 살살 잘 외워보겠습니다
KMM02159,
KMM02159,
KMM02159,
KMM02159,
KMM02159,
KMM02159,
KMM02159,
KMM02159,수업 내용도 관심사와 맞고 교수님도 수업을 잘 해주시는데 칠판에 판서해주실 때 가끔씩 무슨 글씨인지 못 알아볼 때가 종종 있습니다. 글씨 조금만 크게 써주시면 감사하겠습니다.
KMM02159,없다
KMM02159,
KMM02159,
KMM02161,
KMM02161,
KMM02161,
KMM02161,
KMM02161,
KMM02161,교수님이 열정이 넘치셔서 좋다
KMM02161,강의안을 ppt뿐만 아니라 pdf로도 올려주셨으면 합니다.
KMM02161,"하나의 개념을 설명하는 같은 사례제시가 수 강의에 걸쳐 반복적으로 나타남. 수업시간중 수업과 전혀 관계없는 질문이 대부분의 시간을 차지함. 학생 개개인의 개인적인 사항이나 생각을 묻는 일이 잦다. 2시간 45분의 시간 중 1시간 이상을 질문만으로 채움. 수업과 관련없는 질문 중 교수자의 발언에서 인종 관련 혐오발언, 성별관련 갈라치기가 행해진 바 있음. 앞서 언급되었듯 질문이 수업의 절반 가량을 차지하는데 반해 수업의 내용을 학생들의 질문만으로 채워나가려 하고, 그 과정에서 수업에 공백과 불필요한 잡설이 유입되는 경우가 허다함."
KMM02161,매 수업 열정 넘치시는 강의에 감사합니다.
KMM02161,
KMM02161,
KMM02162,좋은 강의 감사합니다!
KMM02162,법 과목이라 어려울거라 예상은 했지만 너무 이해하기 힘들어서 포기하고 싶습니다. 강의시 너무 이것 저것 많은 자료를 왔다갔다 봐서 지금 어디를 수업하는지 따라가기 힘듭니다. 어느 부분을 봐야하는지 페이지를 집어주시거나 확인하면서 넘어갔으면 좋겠습니다. 겨우 페이지 찾아서 들으려고하면 다른 자료 얘기하고 있어서 수업 내용 듣기보다 현재 강의 하는 교재 위치 파악하다 포기하게 됩니다. 너무 벅차요ㅠㅠㅠ 그리고 질문시 답변하면 플러스 주는 제도 뭔가 너무 경쟁하는 것 같아서 위화감 들어요...
KMM02162,
KMM02162,"수업참여도 점수.. 저는 남들앞에서 말하는게 어렵습니다, 수업때 졸지도 않고 딴짓도 안하고 열심히 필기하는데 남들보다 소심해서 점수를 못받는게(=발표를 통해 추가점수가 있는것)슬퍼요..ㅠ 다른 방법의 채점 가능하시실까요,,,"
KMM02162,없습니다.
KMM02162,
KMM02162,수업 자료에 대해 안내 말씀 해주시면서 수업해 주시면 좋겠다.자료를 여러개로 수업하시니까 어느 자료 몇페이지인지 알려주시면 좋겠다.
KMM02162,교수 님 강의 들으면서 부동산 학과에 관심이 많아졌습니다   감사합니다
KMM02162,
KMM02162,
KMM02162,민법에 대해 전반적으로 배울 수 있어서 좋습니다. 중간고사 시험이 좀 걱정되긴 합니다...
KMM02162,"항상 재미있고, 유쾌한 분위기에서 강의해주려는 교수님께 감사드립니다. 또한 여러 사례를 들어서 쉽게 이해시켜주시려는 강의내용에 높은 만족도를 드립니다. 기본적인 민법외에도, 실제 아파트, 땅, 건물 등 사례에 따른 중요한 사항들과 의료법, 기본 생활관 관련된 법들도 알고 싶습니다."
KMM02162,
KMO02101,재밌습니다
KMO02101,"교수님, 너무 갑사합니다. 저는 교수님덕분에 많이 알아봤고 골프 너무 재미있습니다. 수업이 너무 잘 들었습니다. 교수님 자세히 재미있게 가르쳐서 너무 갑사합니다.🫶"
KMO02101,본 수업에 바라는 점이 없습니다 교수님 수강 잘 했습니다 감사합니다
KMO02101,
KMO02101,
KMO02101,
KMO02101,수강생 인원이 적으니 1시 수업과 3시 수업을 함께 성적처리해주신다면 좋겠습니다.
KMO02101,
KMO02101,
KMO02101,
KMO02102,
KMO02102,교수님이 친절하시고 수업도 재미있으십니다.
KMO02102,
KMO02106,
KMO02106,
KMO02106,
KMO02106,
KMO02106,
KMO02106,
KMO02106,
KMO02106,
KMO02106,
KMO02106,감사합니다.
KMO02106,
KMO02106,없다
KMO02109,없습니다
KMO02109,없습니다.
KMO02109,
KMO02109,없다
KMO02109,
KMO02109,
KMO02109,
KMO02109,
KMO02109,
KMO02109,대관비 내는 거 빼곤 좋은 교양
KMO02109,없습니다
KMO02109,
KMO02109,매수업마다 꼼꼼하게 하나하나 가르쳐 주셔서 감사합니다. 덕분에 기죽지 않고 탁구칠 수 있게 되었습니다. 항상 감사합니다!
KMO02111,
KMO02111,
KMO02111,
KMO02111,
KMO02111,
KMO02111,
KMO02111,
KMO02111,없다
KMO02111,
KMO02111,재밌습니당!
KMO02111,없음
KMO02111,쏘쏘
KMO02111,
KMO02111,도움이 되었습니다
KMO02111,
KMO02111,너무 너무 만족스럽습니다!!
KMO02111,
KMO02111,
KMO02111,
KMO02111,
KMO02111,
KMO02111,
KMO02111,볼링이라는 스포츠를 흥미가 없는 사람들도 재미있게 해주시는 능력이 있으십니다
KMO02111,없습니다.
KMO02111,
KMO02111,
KMO02111,
KMO02111,
KMO02111,
KMO02111,없다.
KMO02111,
KMO02111,없음
KMO02115,
KMO02115,너무 좋습니다
KMO02115,
KMO02115,
KMO02115,없습니다.
KMO02115,
KMO02115,
KMO02116,재미있고 몸에 대해도 좋습니다.  교수님도 우리에게배려를 많이 드렸습니다. 날씨는 나쁠 때 우리가 교실에서 수업을 하겠습니다.
KMO02116,
KMO02116,감사합니다
KMO02116,
KMO02116,
KMO02116,
KMO02116,
KMO02116,
KMO02116,학교 체육 수업같아서 너무 재밌습니다!
KMO02116,기록지나 심판에 대한 것들도 이제 같이 병행하고 싶습니다
KMO02116,
KMO02116,
KMO02116,없습니다
KMO02116,
KMO02116,
KMO02116,
KMO02116,없음
KMO02116,
KMP02111,
KMP02111,없습니다.
KMP02111,좋은과목
KMP02111,좋음
KMP02111,
KMP02111,없음
KMP02111,강의 잘 진행하고 있습니다.
KMP02111,없습니다
KMP02111,
KMP02111,
KMP02111,좋습니다
KMP02111,없습니다
KMP02111,
KMP02111,
KMP02111,없다
KMP02111,
KMP02111,없음
KMP02111,
KMP02111,없다
KMP02111,없습니다
KMP02111,없습니다
KMP02111,
KMP02111,
KMP02111,
KMP02111,
KMP02111,계속 유지해 주시기 바랍니다
KMP02111,
KMP02111,만족해요
KMP02111,제안이 없습니다
KMP02111,
KMP02111,좋아요
KMP02111,
KMP02111,
KMP02111,없음
KMP02111,
KMP02111,없어요
KMP02112,
KMP02112,
KMP02112,
KMP02112,없음
KMP02112,
KMP02112,
KMP02112,
KMP02112,없음
KMP02112,없음
KMP02112,없음
KMP02112,없습니다
KMP02112,없읍니다
KMP02112,수업을 잘 들었습니다.
KMP02112,보통
KMP02112,
KMP02112,좋는 과목입니더. 친절하시고 강의력이 좋아요.
KMP02112,없습니다
KMP02112,없음
KMP02112,
KMP02112,
KMP02112,없습니다
KMP02112,
KMP02112,
KMP02112,
KMP02112,
KMP02112,없습니다
KMP02112,없음
KMP02112,없음
KMP02112,
KMP02113,
KMP02113,
KMP02113,없습니다
KMP02113,만족해요
KMP02113,수고많으셨습니다
KMP02113,
KMP02113,이 과목은 저에게는 조금 지루합니다. 교수님이 새로운 단어와 이해하기 어려운 문제를 더 쉽게 설명할 수 있기를 바랍니다. 천천히 설명하셨으면 좋겠습니다. 감사합니다
KMP02113,좋습니다
KMP02113,없음
KMP02113,
KMP02113,보통
KMP02113,선생님덕분에 잘 배웠어요
KMP02113,
KMP02113,
KMP02113,잘 듣고 있습니다
KMP02113,
KMP02114,
KMP02114,
KMP02114,없음
KMP02114,
KMP02114,
KMP02114,
KMP02114,
KMP02114,없습니다.
KMP02114,수업이 너무 좋습니다. 교수님도 친절하고 문제가 있으면 자세히 설명하겠습니다.
KMP02114,없습니다
KMP02114,없음
KMP02114,
KMP02117,
KMP02117,
KMP02117,
KMP02117,
KMP02117,
KMP02117,이게 왜 비즈니스 영어인지 잘 모르겠습니다 이걸 기말고사에 전체적으로 어떻게 시험 볼지 매우 걱정이 됩니다
KMP02117,.
KMP02117,
KMP02117,
KMP02117,
KMP02117,
KMP02117,교수님 과목 처음 들어봤는데 피드백도 매주 해주시고 열정 넘치는 강의 잘 듣고있습니다 감사합니다!
KMP02117,없습니다.
KMP02117,
KMP02117,
KMP02117,
KMP02117,
KMP02117,
KMP02117,
KMP02117,
KMP02117,
KMP02117,
KMP02117,
KMP02117,
KMP02117,
KMP02117,
KMP02117,
KMP02117,
KMP02117,제가 영어가 많이 서툴러서 기말고사를 쉽게 내주세요
KMP02117,
KMP02117,
KMP02117,
KMP02117,n
KMP02117,없습니다
KMP02117,
KMP02117,없습니다. 교수님이 너무 친절합니다^^
KMP02117,
KMP02117,없음
KMP02117,
KMP02117,
KMP02117,
KMP02117,
KMP02117,
KMP02117,없어요
KMP02117,
KMP02117,
KMP02117,I like this online lecture thank you professor
KMP02117,
KMP02117,없음
KMP02117,
KMP02117,
KMP02117,
KMP02117,
KMP02117,
KMP02117,
KMP02117,
KMP02117,재미있습니다
KMP02117,없습디다.
KMP02117,
KMP02117,
KMP02117,
KMP02117,
KMP02117,없다
KMP02117,
KMP02117,
KMP02117,
KMP02117,Lectures are easy to understand so i am very satisfied
KMP02117,없습니다
KMP02117,
KMP02117,
KMP02117,
KMP02117,
KMP02117,없음
KMP02117,
KMP02117,감사함니다
KMP02117,
KMP02117,없습니다
KMP02117,
KMP02117,
KMP02117,
KMP02117,
KMP02117,
KMP02117,없습니다
KMP02117,
KMP02117,강의 잘 진행하고 있습니다.
KMP02117,
KMP02117,
KMP02117,
KMP02117,
KMP02117,
KMP02117,감사합니다
KMP02117,
KMP02126,
KMP02126,
KMP02126,늘 수업 열심히 해주시는데 자신이 없어서 크게 대답을 못하고 있습니다. 죄송합니다. 늘 친절하시고 질 높은 좋은 수업 감사합니다!!!!
KMP02126,
KMP02126,
KMP02126,
KMP02126,없다
KMP02126,
KMP02126,
KMP02126,없습니다
KMP02126,
KMP02126,
KMP02126,
KMP02126,
KMP02126,없습니다
KMP02126,
KMP02126,자유좌석
KMP02126,없어요
KMP02126,
KMP02126,
KMP02126,없습니다
KMP02126,
KMP02126,
KMP02126,
KMP02126,없습니다.
KMP02126,
KMP02126,
KMP02126,
KMP02126,
KMP02126,
KMP02126,
KMP02126,없습니다
KMP02126,
KMP02126,
KMP02126,
KMP02126,
KMP02126,친절히 잘해주셔서 감사합니다
KMP02126,
KMP02126,
KMP02139,
KMP02139,-Teacher not speaking english makes it difficult to ask questions
KMP02139,
KMP02141,The pace is ideal for learning quick and not getting bored in the process
KMP02142,
KMP02144,수업 내용이 너무 좋고 재미있습니다.  교수님도 친절합니다.
KMP02144,Teachers not speaking english at all makes it very difficult to understand and impossible to ask any question
KMP02144,The teacher doesn&#39;t speak english at all so it can be a problem when foreign students don&#39;t understand something. We can&#39;t ask questions as we don&#39;t understand each other.
KMP02144,없어요.
KMP02145,선생님덕분에 잘 배웠어요
KMP02145,수업이 너무 좋아서 만족합니다. 교수님도 친절합니다. 어려운 것 있어도 설명드렸습니다.
KMP02145,Often I don&#39;t understand some grammar point as it&#39;s only explained in Korean.
KMR02102,
KMR02102,
KMR02102,
KMR02102,
KMR02102,만족합니다.
KMR02102,
KMR02102,
KMR02102,
KMR02102,
KMR02102,
KMR02102,
KMR02102,
KMR02102,
KMR02102,
KMR02102,
KMR02102,
KMR02102,
KMR02102,
KMR02102,
KMR02102,
KMR02102,
KMR02102,
KMR02102,
KMR02102,
KMR02102,좋아요
KMR02102,
KMR02102,
KMR02102,
KMR02102,
KMR02102,
KMR02102,없다.
KMR02102,
KMR02102,재미있는 시간이였다
KMR02102,
KMR02102,
KMR02102,
KMR02102,
KMR02102,
KMR02102,
KMR02102,
KMR02102,
KMR02102,중간에 쉬는시간을 가지면 좋을 것 같습니다.
KMR02102,
KMR02102,
KMR02102,
KMR02102,
KMR02102,
KMR02102,
KMR02102,
KMR02102,
KMR02102,
KMR02102,
KMR02102,유명인사들 강연 들을 수 있어서 매우 만족합니다.
KMR02102,
KMR02102,
KMR02102,매주 소감문을 써야하지만 유익항 강의를 들을 수 있어서 좋다
KMR02102,
KMR02102,
KMR02102,
KMR02102,
KMR02102,
KMR02102,
KMR02102,
KMR02102,없음
KMR02102,
KMR02102,
KMR02102,항상 감사히 듣고 있습니다.
KMR02102,없습니다
KMR02102,
KMR02102,앞으로도 열심히 수강하겠습니다.
KMR02102,
KMR02103,유익한 수업 감사합니다.
KMR02103,
KMR02103,없습니다
KMR02103,
KMR02103,
KMR02103,
KMR02103,
KMR02103,
KMR02103,
KMR02103,
KMR02103,항상 유익한 강의 감사합니다.
KMR02103,
KMR02103,
KMR02103,
KMR02103,
KMR02103,
KMR02103,
KMR02103,좋은 강의 진행해주셔서 감사합니다. 남은 학기도 잘 부탁드립니다.
KMR02103,
KMR02103,
KMR02103,
KMR02164,
KMR02164,
KMR02192,"교수님께 감사하다.  처음 학교를 입학하는 신입생 입장에서는 강의실에서 수업을 듣고 지식을 쌓는 것도 중요하지만,  아무것도 모르는 저희들을 데리고 학교 이곳 저곳을 탐방 시켜 주시는 교수님의 노고에 감사드린다.  교수님의 배려가 있었기에 수업 강의실도 잘 찾아다닐 수 있었고,  도서관에 가서 필요한 자료도 인쇄하였다.  식당도 가보고, 과방도 가보고, 도서관 내에 이용 시설도  교수님이 우리를 데리고 다니면서 하나하나 설명해주시고, 체험할 수 있게 해주셨다. 다른과 학생들에게 이야기하니 너무 좋겠다고 부러워도 했다. 이런 수업 내용은 신입생들에겐 꼭 필요한 과정인 것 같다.  최인화 교수님께 감사드립니다."
KMR02192,
KMR02192,
KMR02192,
KMR02192,
KMR02358,좋은 강의 진행해주셔서 감사합니다. 남은 학기도 잘 부탁드립니다.
KMR02358,
KMR02358,
KMR02358,
KMR02358,
KMR02358,
KMR02358,
KMR02578,교수님 수업이 끝나면 항상 뭔가 얻고 가는 기분이 듭니다. 설명도 잘 해주시고 평소 생각하지 않고 지내던 부분을 집어주셔서 이런 배움을 할 수 있다는 것이 감사드리고 영광입니다.
KMR02578,
KMR02578,
KMR02578,교수님 너무 좋아용
KMR02578,아직 까지 바라는 점은 없지만 사회 복지 의 광범위 한 내용이 좀 어렵게 느껴져서 고민이 됩니다 어떻게 하면 잘 이해를 할수 있을까 하는 생각을 가끔씩 하게됩니다
KMR02578,수업 시간이 너무 짧아 아쉽습니다.
KMR02580,
KMR02580,
KMR02598,
KMR02598,"짧은 수업 시간이지만, 실제 일어날 수 있는 사례로 강의해주시려는 교수님께 감사드립니다. 바라는 점이 있다면, 현 부동산 시장 상황과 계약, 좋은 매물 고르는 법 등의 현실 적인 부분들을 알고 싶습니다."
KMR02598,
KMR02598,
KMR02598,끝나는 시간 좀 지켜주셨으면 합니다. 늦게 끝내주셔서 다음 수업에 자꾸 늦어요...
KMR02622,가장 즐겁습니다. 항상 감사드립니다.
KMR02622,없습니다 ~!
KMR02622,
KMR02622,
KMR02622,X
KMR02622,없습니다.
KMR02622,
KMR02622,
KMR02622,학생들을 친근감있게 대해주십니다.
KMR02622,
KMR02622,
KMR02622,
KMR02622,
KMR02622,
KMR02623,
KMR02623,너무 만족 합니다
KMR02623,학교에 적응하는 부분에 도움이 많이 되고 있습니다. 남은 수업도 잘 부탁드립니다.
KMR02623,없습니다
KMR02624,
KMR02624,없습니다.
KMR02624,좋은 강의 감사합니다!
KMR02624,교수님 좋습니다~!
KMR02624,
KMR02624,
KMR02624,
KMR02625,
KMR02625,지금 수업이 좋아 특별히 없습니다.
KMR02625,X
KMR02625,
KMR02625,교수님 넘넘 재밌고 좋아욤~~~!!
KMR02628,교수 님 강의 정말 훌륭하십니다. 학생들을 배려하는 마음이 커서 너무 감사드립니다.
KMR02628,교수님이 친절히 잘 알려주시고 있어서 좋다.질문이 자유로와서 만족함
KMR02628,교수님이 너무 최고입니다.
KMR02628,
KMR02628,교수님께서 성인 학습자들을 잘 이해 해주시고 마음을 편하게 해주시면서 할 수 있다 하시고 적극적으로 도와주시고자 하시는 점이 참 좋습니다. 내가 어려우면 다른 사람들도 어렵고 내가 쉬우면 다른 사람들도 쉬우니 도움을 받아가며 극복해 나가도록 용기를 주십니다.
KMR02635,
KMR02635,"안수정 교수님 본 수업이 어떤지 궁금합니다. 어려울까봐 겁도 나지만,  살짝 기대해 봅니다"
KMR02635,교수 세미나는 1학년 수업 중 힐링 타임입니다. 안수정 교수님께서 학생들에게 관심을 많이 가져주시고 질문에 대한 답변을 열심히 해주셔서 학교 생활에 관한 궁금증도 바로 해결 할 수 있습니다. 이번 1학기 강의 내용도 과동기들을 이해하는 데 도움이 된 시간이라고 생각합니다!!
KMR02635,
TAA01801,
TAA01801,
TAA01801,수업 내용 재미있어요! 교수님도 너무 좋아요!
TAA01801,항상 좋은 강의해주셔서 감사합니다
TAA01801,
TAA01801,.
TAA01801,
TAA01801,
TAA01802,"교수님 목이 많이 안 좋아 보이시던데, 부디 쾌차하시길 바랍니다! 항상 친절하고 스윗하게 설명해 주셔서 진심으로 감사드립니다❤️"
TAA01802,
TAA01802,
TAA01802,
TAA01802,
TAA01802,
TAA01802,
TAA01802,없습니다. 감사합니다.
TAA01802,
TAA01802,
TAA01802,
TAA01805,
TAA01805,
TAA01805,없어요
TAA01808,
TAA01808,
TAA01808,
TAA01808,
TAA01808,
TAA01809,좋습니다.
TAA01809,
TAA01809,
TAA01809,수업마다 배워가는 것이 재미있습니다. 지난 학기 교육심리에 이어 이번 학기에도 교수님의 여러 강의를 듣게 되어 좋습니다. 교수님의 교직 과목을 들을 때마다 영어교사로서의 자질을 한층 더 갖추어나가는 것 같아 매우 뿌듯합니다. 앞으로도 열심히 하겠습니다. 감사합니다.
TAA01811,
TAA01811,
TAA01811,
TAA01811,좋음
TAA01812,
TAA01812,
TAA01812,
TAA01812,
TAA01812,
TAA01812,교육사회에 대하여 많이 배웁니다. 감사합니다.
TAA01812,
TAA01813,수업마다 배워가는 것이 재미있습니다. 지난 학기 교육심리에 이어 이번 학기에도 교수님의 여러 강의를 듣게 되어 좋습니다. 교수님의 교직 과목을 들을 때마다 영어교사로서의 자질을 한층 더 갖추어나가는 것 같아 매우 뿌듯합니다. 앞으로도 열심히 하겠습니다. 감사합니다.
TAA01813,
TAA01813,
TAA01813,
TAA01813,
TAA01813,
TAA01813,
TAA01813,
TAA01814,
TAA01814,
TAA01814,
TAA01814,수업마다 배워가는 것이 재미있습니다. 지난 학기 교육심리에 이어 이번 학기에도 교수님의 여러 강의를 듣게 되어 좋습니다. 교수님의 교직 과목을 들을 때마다 영어교사로서의 자질을 한층 더 갖추어나가는 것 같아 매우 뿌듯합니다. 앞으로도 열심히 하겠습니다. 감사합니다.
TAA01814,
TAA01818,너무 좋았습니다
TAA01818,
TAA01818,
